state_code,derived_race,derived_ethnicity,derived_sex,applicant_age,derived_loan_product_type,funnel_stage,leakage_category,denial_reason_label,is_approved_not_converted,income_band,loan_amount_band,property_value_band,ltv_band,rate_spread_band,dti_band,area_median_income_band,n_aplicaciones,total_loan_amount,total_income,n_con_income,total_rate_spread,n_con_rate_spread,total_origination_charges,n_con_origination_charges,total_interest_rate,n_con_interest_rate,total_loan_costs_sum,n_con_total_loan_costs,total_discount_points,n_con_discount_points,total_property_value,n_con_property_value
IN,White,Hispanic or Latino,Joint,25-34,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,215000.0,93.0,1,0.859,1,0.0,1,7.125,1,5540.75,1,1340.08,1,215000.0,1
NY,White,Not Hispanic or Latino,Joint,45-54,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Alto (50%+),Medio,1,245000.0,224.0,1,-2.11,1,,0,5.25,1,,0,,0,545000.0,1
NY,White,Joint,Female,65-74,Conventional:Subordinate Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,175000.0,145.0,1,,0,,0,,0,,0,,0,,0
OH,White,Ethnicity Not Available,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Medio,1,95000.0,49.0,1,0.787,1,2105.35,1,6.625,1,4500.35,1,620.35,1,105000.0,1
OH,Race Not Available,Not Hispanic or Latino,Sex Not Available,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,2,1210000.0,397.0,2,1.093,2,26464.97,2,14.125,2,32911.95,2,11745.77,2,1500000.0,2
VA,White,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,235000.0,27.0,1,,0,,0,,0,,0,,0,235000.0,1
VA,White,Not Hispanic or Latino,Joint,<25,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,125000.0,66.0,1,,0,,0,,0,,0,,0,125000.0,1
WA,Asian,Not Hispanic or Latino,Male,35-44,Conventional:Subordinate Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Alto,2,510000.0,356.0,2,,0,,0,,0,,0,,0,2340000.0,2
WA,White,Not Hispanic or Latino,Female,>74,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Bajo (<$205K),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Alto (50%+),Alto,1,135000.0,72.0,1,,0,,0,,0,,0,,0,725000.0,1
WA,White,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,225000.0,78.0,1,0.444,1,3940.13,1,6.25,1,6275.79,1,3940.13,1,235000.0,1
WA,Black or African American,Not Hispanic or Latino,Joint,25-34,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Unknown,Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,585000.0,,0,,0,,0,,0,,0,,0,,0
MD,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,Conventional:First Lien,Denied,Risk-based leakage,Insufficient cash,False,Alto ($146K+),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,205000.0,172.0,1,,0,,0,,0,,0,,0,215000.0,1
MD,Race Not Available,Ethnicity Not Available,Male,25-34,FHA:First Lien,Denied,Risk-based leakage,Insufficient cash,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,645000.0,152.0,1,,0,,0,,0,,0,,0,665000.0,1
MD,Joint,Not Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,2,760000.0,326.0,2,1.549,2,9616.49,2,14.246,2,29074.66,2,7216.49,2,780000.0,2
AZ,White,Ethnicity Not Available,Female,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,2,590000.0,124.0,2,-0.52,2,15626.59,2,12.0,2,21155.35,2,15136.59,2,870000.0,2
FL,Black or African American,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Unknown,Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,315000.0,,0,-0.52406,1,3792.19,1,6.25,1,6852.34,1,1665.19,1,415000.0,1
FL,Race Not Available,Hispanic or Latino,Male,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,305000.0,97.0,1,0.36123,1,500.0,1,7.875,1,500.0,1,,0,405000.0,1
FL,Race Not Available,Joint,Joint,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Unknown,Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Bajo,1,415000.0,,0,0.15703,1,3686.61,1,6.875,1,7277.76,1,2204.61,1,515000.0,1
FL,Black or African American,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Unknown,Bajo,3,365000.0,137.0,3,,0,,0,,0,,0,,0,395000.0,3
FL,Asian,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,1,485000.0,141.0,1,1.692,1,7261.16,1,6.99,1,11537.76,1,5821.16,1,505000.0,1
IN,White,Ethnicity Not Available,Female,35-44,FHA:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,95000.0,45.0,1,0.415,1,,0,6.75,1,,0,,0,105000.0,1
WA,Joint,Not Hispanic or Latino,Joint,55-64,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Alto (50%+),Alto,1,385000.0,182.0,1,-3.19,1,,0,4.99,1,,0,,0,1325000.0,1
MD,Black or African American,Not Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,545000.0,124.0,1,0.027,1,0.0,1,7.375,1,4343.75,1,,0,575000.0,1
MD,Black or African American,Hispanic or Latino,Female,55-64,Conventional:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Alto,1,205000.0,47.0,1,,0,,0,,0,,0,,0,,0
MI,Asian,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Normal (0 a 1.29),Unknown,Medio,1,275000.0,145.0,1,0.314,1,1695.0,1,5.25,1,4224.8,1,,0,,0
MI,White,Joint,Male,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,235000.0,78.0,1,1.001,1,4457.5,1,7.125,1,6788.8,1,,0,255000.0,1
MI,White,Not Hispanic or Latino,Female,>74,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,1,45000.0,66.0,1,-0.22,1,,0,7.0,1,,0,,0,185000.0,1
AZ,White,Hispanic or Latino,Female,<25,FHA:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Alto ($146K+),Alto ($405K+),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,465000.0,154.0,1,,0,,0,,0,,0,,0,,0
AZ,Black or African American,Not Hispanic or Latino,Male,65-74,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,2,580000.0,130.0,2,,0,,0,,0,,0,,0,590000.0,2
AZ,White,Hispanic or Latino,Female,25-34,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,415000.0,97.0,1,0.151,1,,0,5.99,1,,0,,0,445000.0,1
FL,Black or African American,Not Hispanic or Latino,Male,<25,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,205000.0,64.0,1,,0,,0,,0,,0,,0,205000.0,1
FL,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Bajo,11,3405000.0,681.0,11,-9.501,11,32905.92,11,62.238,11,94884.5,11,70718.76999999999,10,3395000.0,11
FL,Joint,Not Hispanic or Latino,Female,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,2,540000.0,374.0,2,1.141,2,12604.0,2,13.615,2,19403.45,2,12667.0,2,630000.0,2
FL,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Bajo,2,300000.0,220.0,2,-0.394,2,10632.45,2,11.74,2,12922.4,2,6687.45,2,340000.0,2
FL,Black or African American,Joint,Joint,45-54,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Alto (50%+),Bajo,1,245000.0,74.0,1,1.3461,1,0.0,1,6.625,1,8418.6,1,,0,245000.0,1
GA,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,FSA/RHS:First Lien,Withdrawn,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Bajo,1,325000.0,107.0,1,,0,,0,,0,,0,,0,,0
NC,Black or African American,Not Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,2,2000000.0,646.0,2,0.331,2,1845.0,2,11.875,2,7868.219999999999,2,,0,2970000.0,2
NC,White,Joint,Joint,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,255000.0,59.0,1,0.017,1,950.0,1,6.0,1,3083.71,1,,0,375000.0,1
NC,Black or African American,Not Hispanic or Latino,Female,45-54,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,3,1065000.0,681.0,3,1.411,3,5440.0,3,21.5,3,13056.96,3,,0,1245000.0,3
NC,White,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Preapproval approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,585000.0,150.0,1,0.009,1,,0,7.5,1,,0,,0,655000.0,1
AZ,White,Not Hispanic or Latino,Joint,45-54,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,195000.0,89.0,1,0.221,1,3126.0,1,6.5,1,6384.5,1,1935.0,1,325000.0,1
AZ,White,Hispanic or Latino,Female,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Medio,3,1045000.0,309.0,3,-3.369,3,5156.0,3,16.990000000000002,3,16496.260000000002,3,40983.57,3,1395000.0,3
WA,White,Not Hispanic or Latino,Joint,65-74,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Alto (50%+),Alto,1,395000.0,82.0,1,1.116,1,11720.61,1,5.99,1,21379.61,1,10125.61,1,405000.0,1
AZ,White,Not Hispanic or Latino,Joint,>74,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,305000.0,176.0,1,-0.318,1,5450.0,1,6.624,1,9083.25,1,3000.0,1,645000.0,1
AZ,Race Not Available,Ethnicity Not Available,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,2,490000.0,183.0,2,-0.7160000000000001,2,7825.700000000001,2,13.499,2,14625.65,2,6330.700000000001,2,700000.0,2
AZ,American Indian or Alaska Native,Ethnicity Not Available,Female,65-74,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Elevado (>1.29) — mayor abandono,Bajo (<30%),Bajo,1,115000.0,67.0,1,3.72,1,,0,9.99,1,,0,,0,125000.0,1
AZ,White,Not Hispanic or Latino,Male,35-44,Conventional:First Lien,Incomplete,Process-based leakage,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,2,130000.0,167.0,2,,0,,0,,0,,0,,0,,0
NC,White,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Denied,Risk-based leakage,Unverifiable information,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,2,310000.0,184.0,2,,0,,0,,0,,0,,0,300000.0,2
NC,Black or African American,Not Hispanic or Latino,Female,45-54,FHA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,325000.0,82.0,1,,0,,0,,0,,0,,0,335000.0,1
NC,Black or African American,Hispanic or Latino,Joint,45-54,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Alto ($146K+),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Bajo (<30%),Bajo,1,115000.0,162.0,1,,0,,0,,0,,0,,0,115000.0,1
NC,White,Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Bajo,3,495000.0,174.0,3,9.096,3,6930.77,3,28.25,3,5562.76,1,589.05,1,515000.0,3
WA,Asian,Not Hispanic or Latino,Male,25-34,VA:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,1,235000.0,31.0,1,,0,,0,,0,,0,,0,,0
WA,Asian,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Bajo (<$76K),Medio ($205K-$405K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Alto,1,225000.0,71.0,1,,0,,0,,0,,0,,0,235000.0,1
CA,White,Ethnicity Not Available,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,1085000.0,29.0,1,-0.454,1,51807.61,1,5.5,1,59907.61,1,26666.06,1,1855000.0,1
CA,Asian,Ethnicity Not Available,Female,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Medio (30%-50%),Bajo,1,365000.0,8.0,1,-0.28,1,4569.8,1,5.875,1,10288.3,1,3394.8,1,865000.0,1
NC,White,Hispanic or Latino,Male,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Mejor que el mercado (<0),Bajo (<30%),Medio,3,1595000.0,689.0,3,-1.8522,3,11128.51,3,16.999,3,19994.65,3,8070.51,1,2075000.0,3
NC,Race Not Available,Ethnicity Not Available,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Elevado (>1.29) — mayor abandono,Medio (30%-50%),Medio,1,285000.0,97.0,1,1.415,1,8782.5,1,7.423,1,10281.18,1,,0,295000.0,1
NY,Race Not Available,Ethnicity Not Available,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Mejor que el mercado (<0),Bajo (<30%),Medio,1,145000.0,95.0,1,-0.488,1,4547.0,1,6.25,1,7278.15,1,2632.5,1,175000.0,1
NY,White,Not Hispanic or Latino,Joint,55-64,Conventional:First Lien,Denied,Risk-based leakage,Debt-to-income ratio,False,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,825000.0,213.0,1,,0,,0,,0,,0,,0,1955000.0,1
NY,White,Not Hispanic or Latino,Sex Not Available,45-54,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,1,55000.0,72.0,1,,0,,0,,0,,0,,0,55000.0,1
MD,Race Not Available,Ethnicity Not Available,Sex Not Available,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Alto,1,275000.0,309.0,1,0.417,1,5944.69,1,6.5,1,8710.69,1,4399.69,1,285000.0,1
AZ,White,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Denied,Risk-based leakage,Credit history,False,Medio ($76K-$146K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Bajo,2,230000.0,185.0,2,,0,,0,,0,,0,,0,250000.0,2
FL,White,Hispanic or Latino,Joint,35-44,FHA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Bajo,1,395000.0,133.0,1,0.572,1,5435.55,1,6.25,1,16534.52,1,3805.55,1,525000.0,1
FL,Race Not Available,Ethnicity Not Available,Sex Not Available,35-44,FHA:First Lien,Denied,Risk-based leakage,Other,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Unknown (Withdrawn/Incomplete),Alto (50%+),Bajo,2,710000.0,210.0,2,,0,,0,,0,,0,,0,710000.0,2
GA,Asian,Not Hispanic or Latino,Joint,<25,Conventional:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Bajo (<$205K),Bajo (<$265K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,185000.0,201.0,1,0.564,1,2695.0,1,6.5,1,5997.0,1,1800.0,1,245000.0,1
NC,White,Not Hispanic or Latino,Joint,55-64,FHA:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Normal (0 a 1.29),Medio (30%-50%),Medio,1,275000.0,74.0,1,0.557,1,7569.83,1,6.25,1,14657.57,1,6174.83,1,275000.0,1
AZ,White,Not Hispanic or Latino,Male,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Alto ($146K+),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Bajo (<30%),Bajo,1,415000.0,150.0,1,-0.763,1,2182.9,1,5.625,1,5435.9,1,2182.9,1,415000.0,1
AZ,White,Joint,Joint,65-74,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Alto ($405K+),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Medio (30%-50%),Medio,3,1325000.0,392.0,3,-4.705,3,20476.88,3,16.375,3,31536.58,3,19306.88,1,1325000.0,3
WA,Asian,Not Hispanic or Latino,Male,45-54,Conventional:First Lien,Preapproval approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Alto,1,635000.0,131.0,1,,0,,0,6.375,1,,0,,0,885000.0,1
IN,Race Not Available,Ethnicity Not Available,Female,45-54,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Alto ($146K+),Alto ($405K+),Alto ($485K+),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,1,725000.0,410.0,1,0.436,1,,0,7.5,1,,0,,0,1405000.0,1
GA,White,Hispanic or Latino,Female,35-44,VA:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Alto (94.3%+),Mejor que el mercado (<0),Alto (50%+),Bajo,2,570000.0,194.0,2,-0.299,2,3748.75,2,13.625,2,9522.95,2,3748.75,1,570000.0,2
GA,Race Not Available,Hispanic or Latino,Female,35-44,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Normal (0 a 1.29),Medio (30%-50%),Medio,2,330000.0,125.0,2,0.543,2,6848.33,2,12.865,2,11819.68,2,4278.33,2,360000.0,2
GA,Asian,Not Hispanic or Latino,Male,25-34,Conventional:First Lien,Originated,Originated,Not applicable,False,Bajo (<$76K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Normal (0 a 1.29),Medio (30%-50%),Medio,8,1240000.0,445.0,8,1.502,8,21895.28,8,52.364,8,38587.22,8,3238.88,3,3110000.0,8
CA,Race Not Available,Hispanic or Latino,Female,8888,Conventional:First Lien,Preapproval approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Medio ($205K-$405K),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown (Withdrawn/Incomplete),Unknown,Medio,1,285000.0,49.0,1,,0,,0,5.75,1,,0,,0,,0
CA,Race Not Available,Not Hispanic or Latino,Joint,35-44,Conventional:Subordinate Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Bajo (<$205K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Medio,1,15000.0,92.0,1,,0,0.0,1,6.625,1,0.0,1,,0,415000.0,1
CA,White,Not Hispanic or Latino,Joint,25-34,FHA:First Lien,Denied,Risk-based leakage,Other,False,Medio ($76K-$146K),Alto ($405K+),Alto ($485K+),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Alto (50%+),Medio,1,465000.0,117.0,1,,0,,0,,0,,0,,0,535000.0,1
NY,White,Not Hispanic or Latino,Female,55-64,Conventional:First Lien,Originated,Originated,Not applicable,False,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Bajo (<79.7%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Alto,1,305000.0,80.0,1,,0,8415.0,1,6.375,1,11938.3,1,6125.0,1,435000.0,1
WA,White,Hispanic or Latino,Female,45-54,FHA:First Lien,Preapproval approved not accepted,Process-based leakage,Not applicable,True,Bajo (<$76K),Bajo (<$205K),Bajo (<$265K),Medio (79.7%-94.3%),Unknown (Withdrawn/Incomplete),Medio (30%-50%),Sin dato de área,1,115000.0,45.0,1,,0,,0,6.75,1,,0,,0,125000.0,1
WA,White,Not Hispanic or Latino,Joint,45-54,Conventional:First Lien,Approved not accepted,Process-based leakage,Not applicable,True,Medio ($76K-$146K),Medio ($205K-$405K),Medio ($265K-$485K),Medio (79.7%-94.3%),Normal (0 a 1.29),Bajo (<30%),Medio,1,285000.0,111.0,1,0.997,1,,0,7.375,1,,0,,0,305000.0,1
